review	rating
En förbättring vore att uppge, redan där man ser priserna, hur urvalet görs av storleken på thujorna, istället för att man ska behöva läsa det på en annan sida. Känns vilseledande när man beställer 140-180 cm och inte får en enda som är över 145.	3
Otroligt så mycket bra som man läst så var förväntningarna höga, men att då fa ta emot 20 plantor hårt hoptryckta var tråkigt två plantor verkar inte ens hämta sig från den dåliga behandlingen! Samt blev lovad en bevattningsslang men den var tyvärr slut, för det fick vi ingen kompensation. Rekommenderar dem tyvärr inte.	3
Produkten beskrivs inte på ett korrekt sätt. Saknades info om att T-stycken och  Terminatorer ingick i kitet.	3
Først vil jeg lige rose Toldboden for en hyggelig stemning og god service 😊Maden var desværre en skuffelse… vi bestilte en rib-eye bøf, med fritter og bearnaise  - og det fik vi -  intet andet til, altså udover et par skiver stegte løg, der lå ovenpå bøffen ved servering. Naivt havde vi troet at der også ville være en smule grønt. Dette manglede i den grad, både ift smagsoplevelse, men bestemt også for øjet. Fritterne var stegt i smør, smagte ihvertfald nærmest kun af smør, var heller ikke sprøde, så det føltes næsten som om man sad og spiste småkagedej. Det blev ret hurtigt kvalmt og det var ikke mange man kunne spise af dem. Bøffen tilgengæld var virkelig lækker, den var mør, perfekt medium stegt og med virkelig god smag. Så hvis man er mest til en god bøf og er ligeglad med tilbehør kan jeg varmt anbefale Toldboden, men hører man til dem, der mener at nogle grillede grøntsager, eller andet grønt tilbehør er en stor del af oplevelsen af et lækkert måltid, både for smagssansen og for øjet, så skal man nok vælge et andet sted. Mit råd til Toldboden er at ændre lidt på menuen, så grønt er fast tilbehør og ikke et tilvalg.  Havde der været det ville jeg have givet fuld plade på stjernerne, de tre stjerner er udelukkende pga den gode bøf og betjeningen.	3
Virkelig dejligt smørrebrød serveret i hyggelige omgivelser.Eneste minus var ,at vi fik afslag på at tage en af jeres reklamekuglepenne med, selvom de står i et krus på bardisken, underligt.	3
Vi var for et stykke tid siden på Toldboden for at spise aftensmad. Vi fik en tastingmenu, og vi fik himmelsk og virkelig smuk mad. Det var lige til fem stjerner.I sidste uge lagde vi så vejen forbi til frokost, og det er svært at forstå, at det er den samme restaurant. Fiskefileten blev serveret med to skåle, en med remoulade og en med noget svampemayo (?). Svampemayoen var tynd og sjasket og smagte slet ikke af noget, og den klædte på ingen måde fiskefileten. Hønsesalaten var så kold, at det gjorde ondt i tænderne. Vi spurgte, om hønsesalaten blev serveret på franskbrød og fik at vide, at det gjorde den. Det passede os fint, for en af os er allergisk over for rugbrød, og en anden bare foretrækker franskbrød under sin hønsesalat. Ind kom så hønsesalat på rugbrød. Vi gjorde opmærksom på allergien, og retten blev taget ud igen og kom ind på franskbrød i stedet - nu var der så til gengæld kun halvt så meget hønsesalat på tallerkenen. Det var en lidt spøjs oplevelse. Den i selskabet, der bare foretrak franskbrød, spiste sin hønsesalat på rugbrød.Tartaren var udmærket, men pariserbøffen med Sashi-kød var på mystisk vis tør, selvom den egentlig ikke var stegt helt i stykker.Betjeningen var uopmærksom og forvirret og havde ikke styr på, hvad retterne bestod af. To i selskabet havde bestilt samme fadøl. Den ene fik et glas, der var fyldt helt op, og den anden fik et glas, hvor halvdelen var skum. Vi vælger ikke at påtale det, fordi det skaber dårlig stemning. Det burde slet ikke være noget, der kunne ske. Tjeneren kan vel godt se, at glasset er halvt fyldt med skum.Så alt i alt en skuffende oplevelse i forhold til det niveau, de lagde for dagen til middag. Vi kommer ikke igen til frokost, og vi vil tøve med at komme igen til aften, fordi vi ikke tør regne med, at niveauet er det samme som første gang - og prisen er for høj til, at niveauet falder.	3
Ærgerligt, at en restaurant som på flere måder signalerer kreativitet og kvalitet, ikke  leverer more value for money ! Kom for at få rødspætte, den var udsolgt 18.45. Valgte så en oksebøf, som blev serveret med et noget sparsomt garniture og i en ikke imponerende kødkvalitet ! Overvejede en forret, men da jeg så naboens reaktion, og hvad vedkommende fik til 119 kr, sluttede den overvejelse !	3
Maden var faktisk temmelig god, vi fik varmrøget laks og rørt tatar, begge kreativt fortolket af Toldboden. Også hovedretterne (and og lam) var glimrende og havde en passende størrelse, hvis man ikke lige er i voksealderen. De af tjeneren foreslåede drikkevarer, en øl fra Herslev Bryghus til tatar/lam samt hvid- og rødvin til laks/and, passende fint.Jeg har trukket en halv stjerne ned for hver af følgende forhold- samlet betragtet er prisen lige i overkanten- betjeningen kunne godt være lidt mere opmærksom- cocktails er ikke hjemmelavede, men indkøbt på flaske og peppet op, da de ellers er ret tynde i smagenEn restaurant, hvor kreativitet og kvalitet er nøgleord og man tilbydes en "gastronomisk oplevelse" bør holde sig for god til at købe sine cocktails på flaske, uanset hvor lækkert og økologisk indholdet måtte være. Det hjælper godt nok på den tynde smag, at Toldboden selv tilsætter sprut, men det berettiger ikke en pris på 89 kroner, kun en tyver under niveauet for perfekte cocktails serveret i perfekte omgivelse i hovedstaden. Lavet fra bunden af specialister med det tidsforbrug, der nu engang er nødvendigt for at lave en god cocktail.Vi glæder os til at besøge Toldboden igen og smage deres oksekød :-)	3
Åt musslor på restaurang Belle i förrgår.Stod att restaurangen låg nära Triangeln, men i själva verket ligger den vid Möllvångstorget.Stod att det var 1kg musslor. Det var ca1/2 kg och fullt tillräckligt, men informationen felaktig	3
Tycker att det ej var tydligt tex att det inte gällde alla dagar utan enbart två dagar i veckan. Vi ville åka över en helg men det gällde endast söndag till måndag.	3
Insåg inte att dessa ersättnings blad inte var original. Dessutom tog leveransen lång tid. Huruvida kvalitén är lika bra som originalbladen återstår att se.	3
Fick paketet tillslut.	3
Inte helt tydligt var/hur man ska boka.Finns klar förbättringspotential där	3
Hade råkat fylla i fel Mail och det tog nästan en vecka att få svar. I övrigt helt okej upplevelse.	3
Det var svårt att få igenom köpet.Det vore bra om letsdeal hade en kundservice, ett telefonnummer, att ringa till	3
Bra priser, men bedrövligt långa leveranstider. Dessutom sällan som de utlovade tidpunkterna inte heller hålls.	3
Lätt och bra att beställa. Tycker att levtiden är lite väl lång. Tar ofta över 7 kalenderdagar och det är tyvärr lite för lång tid 2024. Kanske beror på era avtal med externa leverantörer av de olika varorna?	3
Positivt; levererar snabbt.Själva servicen (däckbyte) var oprofessionell så jag fick köra direkt till annan verkstad för att få felet åtgärdat 👎	3
Alltid problem med leveranstider, och ingen möjlighet till att spåra sina köp.	3
Jag har inte fått mina varor ännu. Det är alldeles för lång leverans 4 veckor ????	3
Med tanke på slutresultatet så är jag jättenöjd.Men fick aldrig nåt svar på mina två mail om att jag önskade återkoppling på min avbokning.Dock fick jag besked från KLARNA att köpet hävts.Skulle önska att man kunde ringa och få prata med någon.Vänlig hälsningMarion	3
Behöver tvätta bilen snart och köpte en deal. Det är väl ingen upplevelse. Bra pris, OK, men om jag glömmer av den... det finns alltid ett obehag att handla på nätet.	3
Inte alltid man får sin beställning.	3
Varan var helt ok i kvalité dvs lätt använd .	3
Tycker ni tar för många procent från säljarna.	3
Hur bra en deal än må vara är det svårt att utnyttja alla deals som Let's deal tillhandahåller. Du kan köpa deals som går ut dagen efter köpet utan att systemet varnar. När du väl köpt dealen kan du få svaret att den gäller 30 dagar till, men det är fel.Ytterligare ett problem kan vara att du inte kan boka inom 30 dagar pga att företaget du köpt dealen till inte har några tider du kan boka inom 30 dagar. Råkade ut för detta gällande fotvård.	3
Jag hade inte en produkt i paketet och de ignorerar mig, istället de kunde skriva på fakturan och gör återbetalning.Men…..till slutet, efter många meddelanden, de gjorde återbetalning. Var bättre om jag tappade inte min energi med så många meddelanden och var bättre att de har varit professionella.	3
Beställde rismjöl. Ville ha leverans till ombud och hade därför koll på vikten efter det. Det skukades ändå med hemleverans, vilket försvårarr för mig massor och försenar leveransen. Har fortfarande inte fått leveransen.	3
Allt är bra med produkter men varför ni tar pengar för leverans faktura, med den är jag inte nöjd med 😏😏	3
Tyvärr är jag besviken på den annars så goda aprikos sylt (marmelad) som vi njutit av under lång tid. Och gjort flertalet beställningar från er. Det är alldeles för lite frukt, 3-4 halva aprikosbitar i varje burk. Smaken är oförändrat god men det behövs mer frukt för konsistensen!	3
Beställde godis i present till en kollega. Jag var betalande kund och kollegans adress var leveransadress. Valde airmee för att det skulle levereras hela vägen till dörren. Fick på torsdagen runt lunch ett sms till mig om leveransen, såg då att de angivit min adress som leveransadress. Ringde Etnomat direkt och fick inom några signaler prata med en riktig människa (!) som rättade till det. Jag nämnde att det var en present och hade därmed uppkattat informationen att leveransen nu blev uppskjuten till måndag. Eftersom det var torsdag lunchtid antog jag ju att det skulle skickas som senast nästa dag. Kollegan fyllde år på lördagen och istället för att få en tidig present blev det en sen, så det jag betalat för blev inte riktigt det jag hade väntat mig. Helt ok att det blir fel ibland men hade velat få informationen när jag ändå pratade med dem.	3
Beställningen tog lite tid, mycket att göra antar jag. Hade uppskattat ett leveransbesked vid beställning	3
Order nr 479781 styck Inlagd saltgurka 680gEn Burg skadat / Kasserat	3
Smidigt att beställa och snabb leverans.Blev endast lite besviken på teat jag köpte. Jag trodde det var äppeltea men det visade sig vara äpple och hibiskus! Fel färg, fel smak. Övrigt nöjd	3
Fått varor som datum går ut om 1 mån, inte ok.	3
Välpaketerade varor och bra kvalitet men något längre leverans tid än vad jag hade förväntat. Överlag rekommenderas!	3
Jag har mailat till er angående utebliven vara i mitt paket. Ni lovar svar inom 2 h vilket ni inte har klarat.Jag emotser "Sumak" som saknas i order 32905.Jan S	3
- Snabb leverans- Rätt varor- 1 beställning saknades i paketet.- Fraktfritt blev inte trots summan.	3
Det tog en månad att få kryddor skickade. Det trycker jag är alldeles för lång tid. Men jag fick rätt kryddor till rätt adress...	3
Fakturan kom ganska omgående. Varorna kom tre dagar innan betalningsdag. Efter påstötning via mejl. Varorna var väl emballerade och utan anmärkning.	3
Utmärkta produkter, men jag fick tjata för att de skulle leverera det jag beställt. De svarade inte på mail, när jag efter nio dagar fick telefonkontakt sa de att varorna var packade och skulle hämtas av budet inom en time. Men budet uppger att de hämtade mina varor först ett och ett halvt dygn senare. Kanske går det bättre nästa gang jag beställer från dem, för det tanker jag göra. Varorna är bra.	3
Helt OK butik men med två störningsmoment.1. Att klarna aktiverades flera dagar innan varan skickades. 2. Lång leveranstid.Men annars funkade det bra...	3
Varorna stämde inte med det som jag beställde.	3
Paketet med det jag hade beställt, rispåsar hade hål.Jag hade därför en hel ytterkartong full med ris som hade ramlat ur de trasiga påsarna..Med andra ord. Produkten var mycket dåligt packad. Två av fyra påsar med ris, var trasiga. Tyvärr.Annars är produkten den bästa och som jag vill ha.	3
höga prisersnabb leveransrätt varorrätt antal	3
Ser inte vart min beställning är eller vart jag ska betala.😊	3
Dem tog hem veganska nattljusolja från Deva då dem redan hade märket.	3
Blir lätt och smidigt att laga mat under veckorna. Blir mindre svinn och man behöver inte fundera på vad man ska äta och handla för något. Omtyckta vanliga recept men även annorlunda recept som får en att testa något nytt. Tråkigt de inte kör ut till min adress så man får hämta det hos någon annan som de kör ut till.	3
Det var mycket som blev förstört innan vi skulle andvända det	3
Grönsaker som både saknades helt eller var halv ruttna. Efter en månad blir man rätt trött på ugnsbakad rotfrukter! "Barnvänliga rätter" som ingår t.ex aubergine, chili eller zucchini. Hmm, är det bara mina barn som skulle kunna aldrig äta sånt? Med varje vecka blir det ännu dyrare, så rekommenderas i en kort stund för att testa nya recept sen avhopp. Leverans var smidigt och bra!	3
God recept men ej svenska råvaror. "De råvaror som inte går att få tag på i Sverige köper vi från leverantörer i andra länder". OK men varför tysk grädde och dansk bacon. Det finns utmärkta svenska alternativ!	3
Jag tycker det är för lite grönsaker till maträtterna ( SNÅLT!).	3
Goda recept men kort hållbarhet på produkterna, hann inte laga samtliga rätter tyvärr så det blev ej särskilt prisvärt i slutändan..	3
Jag gillar ert koncept, men på slutet har jag blivit lite besviken. Det har varit tomater som legat mot is klabben och blivit frys skadade. det har saknats ingredienser och i min sista kasse var soya påsen trasig och det var soya på grönsaker och ris.	3
Gott men mkt samma smaker	3
Bra smaker och roligt att kunna variera rätter mer. Det tar för lång tid att laga rätterna, inte alls den tid som står i recepten.	3
Ok recept, inte haft några problem med leveranser. Dock lite irriterad på att man använder egna kryddblandningar och inte vinäger som syra som konkurrenterna gör. Smakerna kan lätt bli platta utan syra där det krävs (Hello Fresh använder istället lime konsekvent).	3
Välplanerade matkassar med bra variation dock lite för dyrt om man inte har värdekod. Dessutom är grönsakerna ibland inte färska (följt med gamla gurkor och rutten broccoli) vilket drar ner betyget och helhetsintrycket.	3
Väldigt upprepande på menyn. Man kan pausa ett år och samma rätter återkommer. Skulle önska mer rätter med sås och inte bara majo/aioli. Dock stort urval och inget krångel att reklamera varor de gånger de varit dåliga. Dåligt med rabatter för trogna kunder och för mkt tjat om att ge bort matkassar som ingen vill ha för de redan provat.	3
Svårt när vi skulle beställa. Fick liksom ingen bekräftelse när vi tryckte klart. Hade velat ha medelhavsalternativ, hittar inte det.	3
Helt ok. Bra urval och många olika rätter att välja på, det blir dock enformigt i längden då det är precis samma kryddor till allt.	3
Gott när det väl blev klart. Mycket förarbete.	3
För enformigt och dyra extra rätter som man skulle önska var i veckans meny.	3
Fräscha råvaror, men tråkiga kryddor. Smakar storhushåll.	3
Fräscha ingredienser men tråkiga kryddblandningar, smakar storhushåll.	3
Bra koncept med överlag bra råvaror. Tyvärr levereras maten alldeles för sent, ofta runt kl 22 vilket gör att man får planera om.	3
Confiterad anka mar mycket god. Även snabb chilikryddad kyckling smakade fint. Pankopanerad sej med pommes och tomat/paprikasalsa däremot, var en omständlig rätt att laga men inte så god i min smak.	3
Bäst före datumet var något kort på ett par lådor så de hann bli dåliga. Sedan, trots 5 dagar kvar på datumet så smakade två av lådorna som att de blivit gamla. Det var en syrlig smak och tungan blev sträv efteråt.	3
Överlag bra! Men allt för ofta så är inte grönsakerna färdiga, tex broccoli. Kycklingen smakar ibland som att den är tillagad i mikro, eller upptinad i mikro.	3
För höga priser, smaklös mat	3
Gillar enkelhet och att kunna se korrekt information. Handlar för närvarande matlådor från er på MacroMeals. Till helgen har jag lagt en beställning på 26lådor.. jag handlar till största delen för att de har ett samarbete med Lifesum som jag redan har ett abbonemang på. Men det blir konstant fel i natriumnivåerna. Utöver deras lasagne så är även African Sweetpotato Casserole fel. Enligt förpackningen 0,2g salt/100g. Det är 400g i förpackningen. Alltså 4x0,2= 0,8g salt.. Rekommenderad nivå är att ligga under 2400mg natrium/dag. Vilket är 6g salt..Men Lifesum får 0,8g salt till 1545mg Natrium.. Jag får inte den matematiken att gå ihop. Enligt Lifesum är alltså 0,8g mer än halva dagsintaget av natrium vilket ju inte stämmer. Vem ska jag lita på? En stor anledning till att jag valt Macromeals är just för att jag redan har Lifesum och det ska vara enkelt och korrekt. Jag har skrivit till Lifesum också om det här.	3
Gott och prisvärt men sjukt irriterande att det ändras i menyn varje vecka. Kan gå flera veckor inann rätten man gillar dyker upp.	3
Vissa rätter var helt okej och vissa gick inte att äta tyvärr.	3
Jag trodde det ska bli lättare att välja veganska ingredienser och bara måste ta bort ägg eller mejeriprodukter. Den första vecka, kunde jag lösa det, eftersom jag hade vegansk alternativet i kylskåpet, men andra vart svårare och jag måste köpar mer mat för mig. Dessutom, min man äter inte så mycket ägg eller mejeri heller. Tyvärr, bestämde jag att avryt prenumereran.Jag gillar projektet, men det funkerar inte bra för vegan människor.	3
Fördelar: *de har minmerat förpackningar, bl.a. inga frysklampar (istället har de fryst någon matvara som får agera kylklamp)*Enkelt att tillaga - en kock har gjort grunden (t.ex. blandat smet till köttbullar, picklat gurka, gjort risotto, sås osv) och sen gör man det sista själv*Räddade ingredienser = minskat matsvinn!!!Nackdelar:* Inte så mycket  grönsaker, så man får kompletteringshandla en del själv till sallader och lite mer varierat grönsaksinnehåll. På tre måltider var det i stort sett broccoli, svamp, lök och picklad gurka om jag inte minns fel  Finns ju så många fler goda kålsorter, ruccola, spenat, morötter etc. *Lite dålig variation den veckan jag testade - risotto ena dagen och stekt ris andra. Riset var dessutom inte en av de räddade ingredienserna och ris i sig är inte så miljövänligt då det kräver ENORMA mängder vatten...	3
Potatisstompen och baljväxtbiffarna var riktigt goda, 5 poäng. Libabrödet från Garant hade en kryddning som inte tilltalade mej. God smak på den indiska grytan men aningen för mycket morötter.	3
Vi fick vänta nästan en månad på våra räkor, så vi fick köpa andra till nyårsafton. Räkorna ger vi ***** stjärnor!!!	3
God mad serveret af uvenlig personal. Leveret ikke varen efter aftale. Ikke et sted jeg vil besøg igen. Livet er for kort til mennesker der ikke smiler og tænker positiv,	3
Glimerende koncept, men bliver min sidste tur på Stechers. Tapasanretningen og vinen fejler bestemt intet, men oplevelsen bærer mere og mere præg af, at der bare skal skubbes nogle selskaber igennem, så der kan ryge flere penge i kassen. Vi var et selskab på 4 mand. En tjener kommer til bordet og beder os om at afregne, inden vi overhovedet er færdige med at spise. En anden tjener kommer og begynder at rydde af, inden vores tidsslot overhovedet var slut. En 3. tjener gør os sågar opmærksomme på at bordet skulle bruges, og indirekte beder os om at gøre klar til at forlade stedet. Dette vel og mærket også inden der er gået halvanden time.Dernæst kan jeg tilføje at deres bænksæder op mod væggen er monteret alt for højt, så man sidder akavet og det generer oplevelsen og måltidet.	3
Lækker lækker tapas, men træls man skal ind hver gang man mangler drikkelse - ad libitum	3
I min order stod leveransadress, min bostadsadress, men paketet levererades av Bring till ett utlämningsställe i en annan kommun! Varför??Hälsningar Annika Gustafsson	3
Skulle fått leverans mellan 18 - 20. Ingen kom, inget besked. Telefonnumret som anges vara öppet dygnet runt: Numret  har ingen abonnent. - Efter att detta skrevs kom leveransen kl 22, dock utan avisering om förseningen.	3
Ni kom 3 timmar och 40 minuter efter utsatt tid. Noll kommunikation.	3
Vore bra att kunna välja på fler butiker kungsholmen ligger inte närmast oss i Älvsjö vi brukar handla ifrån ica Liljeholmen och så togs martin servera bort ifrån valet av affär sen skulle jag vilja veta var leveransen befinner sig så jag kan följa bilen innan den kommer.	3
Använt många gånger och är nöjd med varor. Nu har man inte kunnat beställa pga tekniskt strul varken igår eller idag? Jag kan inte handla själv utan får nu be anhöriga att handla. Hade önskat ett besked om när det förväntas börja funka.	3
Första leveransen ger jag högsta betyg både gällande råvaror, service och leverans!Tänkte att jag äntligen hittat en leverantör som passar min familjs livspussel, framförallt är samma dag-leverans en stor hjälp i vardagen, jättebra.Dock blev jag besviken samt stressad vid leverans nummer två..samma högsta betyg gällande råvaror och servicen inför själva leveransen. Men..att ej få ens en avisering om att leveransen var på väg att bli så pass försenad som den blev, ett par timmar cirka om jag ej minns fel, efter utlovat kl. 15-18…var uselt. En fredagskväll då jag skulle laga middag till våra gäster..hade jag fått info om att leveransen skulle bli försenad..hade jag haft möjlighet att snabbt åka själv och stödköpa det som saknades till middagen. Men visste ju ej om Ni skulle komma strax så avvaktade. Jag försökte ringa plockaren som ringt mig tidigare, försökte mejla/chatta, detta för att höra om Ni strax var här eller om jag lika gärna kunde åka och handla själv. Fick inget svar. Kvällen slutade med hämtpizza. Jag förstår att det kan bli förseningar, men en enkel avisering via sms eller mejl hade gjort vår fredagskväll mindre stressad och irriterad= trevligare. Till sist..hade förväntat mig ett större avdrag på fakturan eller iallafall en ordentlig rabatt att nyttja vid en framtida beställning. Fick avdrag för plockavgiften, bra gest speciellt som att jag ej bad om ngn som ”plåster på såren”…men såg det som självklart att Ni skulle rabattera mitt köp rejält, med tanke på den stora leveransförseningen och utebliven kontakt/information/avisering om den, avdrag för plockavgift är alldeles för lite i paritet till detta.	3
Bra service med snabb leverans, men jag har stött på några problem. Leveransen var försenad och jag fick en vara jag inte beställt. Annars nöjd!	3
Servicen är bra men denna gång gick vi 2 av 4 nektariner var dåliga, melonen fick jag också skära botten stor bit på och jordgubbarna hade inte bra kvalitet😪	3
Inga kvitto med beställningen följde med	3
Jag använder ofta picsmart och oftast fungerar det super bra!Har vid ett tillfälle hänt att plockaren köpt något som jag INTE beställt (en redbull) och denna levererades inte heller. Kontakta picsmart direkt för notis kring detta för att ge feedback och be dom hålla ögonen på den plockaren, tänkte att jag nog inte var den enda som drabbats av en sån sak.Idag la jag en order som skulle levereras mellan 16-18, än har den ej dykt upp och ingen har kontaktat mig för att meddela att leveransen är sen så just nu är jag väldigt besviken på hur det skötts denna gång. Man kan hoppas på någon sorts kompensation för detta.	3
Tycker det från och till är svårt att beställa. När man kommer till fältet att betala med kort är det stopp. Man kan inte fylla i uppgifterna.	3
Picsmart berömmer sig av att använda samma pris som i butik. Men vore bättre om priset vid beställningen gäller.	3
Olika priser på alla varor.. stämmer inte	3
Inskränkningar av lev. Tider är inte  så bra. Varorna på hemsidan borde uppgraderas då o då ta bort varor som inte finns .varför har man inte samma varor som Ica eftersom dom plockar i den affären? Idén med snabb lev är toppen!	3
De blev försenade men ringde och sa att leveransen kommer dagen efter istället men erbjöd inte kompensation varför betyget blev sämre	3
Snabb leverans till dörren.En lök var tydligt helt möglig och blandfärsen gick ut efter endast en dag.	3
Trevlig personal. Fick dock vara jag inte beställt. Bra att dom frågade om vad jag skrivit istället för att gissa	3
Jag är så trött på att priserna inte stämmer, framförallt kilopriser. Oftast är det angivna priset det egentliga kilopriser vilket är en väldigt stor skillnad. T ex så beställde jag en julskinka som skulle väga cirka 1,8 kilo till priset cirka 114 kr, med kilopris 62,14 kr. Istället vägde skinkan 2,65 kg och kostade 304 kr. Jag inser att alla skinkor inte kan väga samma men både mängd och pris blev väldigt högre. Nu har jag råd, annars skulle jag inte handla på Picsmart men det jag har problem med är att jag inte kan lita på priset och fråntas möjligheten att välja om jag ska köpa eller inte. Enkel korrekturläsning skulle hjälpa ert och era kunders problem.	3
Sociala och trevliga medarbetare, lätta att få tag i. Men min leverans blev försenad till dagen efter pga stort tryck och fick 5 % endast på hela matkostnaden. Lite snålt tycker jag. Annars nöjd!	3
Det är helt okej . Lite för små portioner ibland . Maten är oftast god .	3
Goda smaker och recept 4 av 5 middagar. Jag hade lite otur med flera av grönsakerna i kassen, det var både omogna tomater och dåliga tomater och dålig lime. Ett recept var inte komplett och dessutom saknades grönsaker.	3
God mat, men för lite variation vilket gör att jag bara har det vissa veckor. I kalorismart är det samma huvudråvaror hela tiden.Lax, kyckling, köttfärs, fläskkotlett samt veg.Saknar annat som t ex annan fisk, scampi/skaldjur, lamm, nötkött etc etc	3
God mat och hyfsat lättlagat. Men blir galen på alla små förpackningar. Känns inte så miljövänligt och innebär ett himla letande och pillande med små förpackningar. (Kryddor och tomatpuré och soja och dyl kan man väl förväntas ha hemma?)Den flyttkartongsstora, dubbla(!) lådan som maten kommer i är också en onödig källa till irritation. Jag slipper att veckohandla men behöver istället ta en extra tur till återvinningen. Då försvinner lite av syftet. Få maten i två papperskassar skulle göra processen sååå mkt smidigare.	3
Maten var jättegod och lätt att laga. Det som var lite tråkigt var att det saknades mango till mangosalladen.. men annars är vi helnöjda!	3
En del recept är lite för omständiga, dom bör förenklas.....	3
Alltid skönt när lådan kommer - MEN ingen vidare balans. Vi föredrar en vegetarisk, en fisk, en "kött" och en fågel. Här var det TVÅ rätter med blandfärs - inget vegetariskt. Snopet. Ska in och leta något "verktyg" ni tydlgen infört för att välja hur lådan ska "se ut". Men - för vår del är själva poängen med en prenumeratiob att SLIPPA välja rätter.	3
Maträtterna är goda och ofta nytänkande. Det jag ibland saknar är exvis en sallad till en pasta/ris-rätt.  Punktliga leveranser av fina råvaror som håller bra tack vare gedigen förpackning och kylklampar.Förpackningarna är dock även det stora på minussidan, jag mår lite illa varje gång jag får leveransen. Jag skulle önska att jag fick stå för kryddor, buljong, honung, tomatpuré etc själv och slippa alla små plastpåsar. Den stora kartongen i sig, med extra insatskartong känns också som att den är onödigt väl tilltagen. Det blir så extremt mycket förpackningsmaterial!Irriterande är också att ni varje vecka skickar en hel vitlök även om vi bara ska användas ett par klyftor. Vad gör man med fem vitlökar? Till slut slänger man dem!	3
Maten var god och bjöd på lite variation från vår vanliga mat. Vi kryddade extra för att anpassa till våra vanor. Det blev lite tråkigt att inte gå till affären för att välja vad man ville äta.	3
Linas Matkasse (Matkartong om vi ska vara sanningsenliga) levererar praktisk bekvämlighet och nya smaker. Leveranserna kommer i tid, och recepten är inspirerande. Det finns dock förbättringsmöjligheter: smakförstärkare som buljong och soja används i nästan varje rätt, vilket kan vara en utmaning för hälsomedvetna kunder som behöver hålla koll på saltintaget. Jag sökte kundtjänst med fråga om att lägga till saltinformation i näringsdeklaration per portion. Svaret var trevligt nej.En annan återkommande brist är ruttna ingredienser i leveranserna. Linas hantering med kreditering är schysst, men det påverkar ändå matlagningen när en viktig ingrediens saknas. Överlag en bra tjänst, men med utrymme för förbättring.Jag är veckokund och är beredd att spendera 52000 kr per år om ni petar in saltintag på alla maträtter. Håller tummarna att detta når Lina (läs: den som är intresserad av sista raden) :-) God jul!	3
Mycket små detaljer.	3
Samtliga rätter var goda med undantag av kotletten som var seg och fettig. Gillar inte alla småplastpåsar med kryddor som de flesta som lagar mat har i skafferiet.De färska Örterna i plastpåsar var halvruttna.Överlag bra, skönt att slippa diskutera med maken vad man ska ha till middag.	3
Lätt o välja mat, kul med nya rätter, kunde var lite längre hållbarhet på vissa varor. Ibland är det lite väl många ingredienser Gillar inte att man aktivt måste boka av leveranser, missar man det har man ett matpaket som står och ruttnar medans man är på semester och har en faktura att betala.	3
Enkelt att fixa bra vardagsmat. Beställningar och ändringar funkar fint.  Dock dyrt och varför alla dessa småpåsar med kryddor och såser? Dessa borde ändras till att man ska ha mer hemma själv. Så tråkigt att man skippar Viktväktarrätterna - kaloriberäknad är inte samma sak.	3
Det är för dyrt tyvärr. Annars är det bra mat och recept. I början kostade det 600kr men sedan 900kr.	3
God mat men ofta många moment, så det tar längre tid att laga än vad det står.Jobbigt - och inte miljövänligt - med alla små påsar för kryddor och annat.	3
Tycker mycket om asiatiska rätter, koriander och roligt med många annorlunda kryddor man inte brukar ha hemma. Men oibland blir det för många ingredienser och så många olika saker att tillreda att det blir lite jobbigt och tar för lång tid att laga. Nu börjar det bli ganska dyrt, man betalar ca 69:- per portion och det blir dyra luncher och även middagar gentemot att köpa ingredienserna själv och laga samma måltider.	3
Väldigt gottO nya smaker o kombinationerKom tyvärr en del dåliga råvaror o några fattadesSkärpning till de som packar! Annars hade det varit topp	3
Det blev ingen affär då produkten ej fanns	3
Torsken inte av samma kvalitet som tidigare. Hård och seg.Laxen bra.Bland räkorna finns en hel del mindre.	3
Räkorna såg ut att lägat i frysen för länge. De flesta var väldigt vita på skalen. Och det var otroligt mycket "skräp" i påsen. Bara det väger ju. Lite besviken denna gång	3
Kräftsillen tyckte ingen av våra gäster om smakade inte okej .Rom röran var locket på burken trasig kladdig	3
Rökta makrilllen  salt och torr.Ingen höjdare. Det andra ok	3
Paneringen tycker jag ärl alldeles för tjock, på allt som är det!	3
Snabb service och bra produkter, men det har varit några små missar ibland.	3
Romen utsökt, blinierna lite ”bleka” i smaken.	3
Den djupfrysta torskryggen i vakuumförpackade bitar var vattniga och gråa. Jag vet hur man lagar torskrygg.Räkorna och tonfisken var fina.Har över halva förpackningen kvar av torsken.	3
Vi beställde isländsk rödingfilé och den var som vanligt av utmärkt kvalitet (5 stjärnor). Tigerräkorna var ok men inget speviellt (3 stjärnor). Porttionsbitar av lax med skinn var en klar besvikelse. Vad som är ”premium” med dessa har vi svårt att se, man kan köpa liknande i vilken frysdisk som helst till ett betydligt lägre pris.Sammanvägt omdöme blir 3 stjärnor och funderingar på att prova en annan leverantör.Som kommenter till ert svar kan jag meddela att vi köpt både midloin och backlloin och varit helt nöjda men nu ville vi ha lax med skinn för att lägga på grillen.	3
Sämre kvalite denna gång, tyvärr.	3
